,time_overhead
0,1
1,1
2,1
3,3
4,1
5,1
6,0
7,0
8,1
9,1
10,1
11,0
12,0
13,0
14,1
15,0
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,2
28,1
29,1
30,0
31,0
32,0
33,0
34,0
35,1
36,1
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,1
49,0
50,0
51,0
52,1
53,1
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,1
62,1
63,0
64,0
65,0
66,0
67,1
68,1
69,2
70,1
71,0
72,1
73,0
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,1
88,1
89,0
90,1
91,0
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,1
107,0
108,0
109,0
110,2
111,1
112,0
113,1
114,0
115,1
116,1
117,0
118,0
119,0
120,1
121,1
122,0
123,0
124,1
125,0
126,0
127,1
128,2
129,1
130,1
131,1
132,0
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,0
146,0
147,0
148,1
149,1
150,0
151,0
152,0
153,1
154,0
155,0
156,1
157,3
158,0
159,0
160,0
161,0
162,1
163,0
164,1
165,0
166,0
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,1
179,1
180,2
181,0
182,1
183,1
184,1
185,0
186,0
187,0
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,1
196,1
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,2
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,2
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,1
230,1
231,3
232,1
233,0
234,1
235,0
236,1
237,1
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,0
247,0
248,1
249,1
250,0
251,1
252,1
253,1
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,1
263,1
264,1
265,1
266,1
267,0
268,1
269,2
270,2
271,0
272,0
273,1
274,1
275,1
276,0
277,0
278,1
279,2
280,0
281,0
282,1
283,0
284,1
285,1
286,0
287,1
288,1
289,0
290,0
291,0
292,0
293,0
294,0
295,1
296,0
297,0
298,0
299,1
300,1
301,0
302,0
303,0
304,0
305,2
306,1
307,0
308,1
309,1
310,0
311,0
312,1
313,0
314,0
315,1
316,2
317,1
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,0
326,1
327,2
328,1
329,1
330,1
331,2
332,1
333,1
334,0
335,0
336,1
337,0
338,1
339,1
340,1
341,0
342,0
343,1
344,1
345,1
346,1
347,0
348,0
349,0
350,0
351,0
352,2
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,1
363,0
364,0
365,1
366,1
367,1
368,1
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,0
377,3
378,1
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,0
391,1
392,1
393,0
394,1
395,1
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,1
405,2
406,1
407,1
408,1
409,1
410,0
411,1
412,0
413,0
414,0
415,0
416,1
417,0
418,1
419,1
420,0
421,0
422,1
423,1
424,1
425,0
426,0
427,2
428,1
429,1
430,1
431,0
432,0
433,0
434,1
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,0
444,0
445,0
446,1
447,0
448,0
449,1
450,0
451,0
452,0
453,0
454,0
455,1
456,1
457,0
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,1
495,0
496,1
497,0
498,0
499,1
500,0
501,1
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,1
553,1
554,1
555,0
556,0
557,1
558,0
559,0
560,1
561,0
562,0
563,2
564,1
565,1
566,1
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,2
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,2
633,1
634,1
635,1
636,1
637,0
638,1
639,0
640,1
641,0
642,0
643,0
644,0
645,1
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,1
659,0
660,0
661,0
662,2
663,1
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,1
681,1
682,2
683,1
684,0
685,1
686,0
687,0
688,0
689,3
690,1
691,1
692,1
693,0
694,0
695,1
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,1
705,1
706,1
707,1
708,1
709,0
710,0
711,0
712,0
713,0
714,1
715,1
716,1
717,1
718,1
719,1
720,0
721,0
722,0
723,0
724,0
725,1
726,0
727,0
728,0
729,0
730,0
731,1
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,0
740,0
741,1
742,0
743,0
744,1
745,1
746,1
747,0
748,0
749,0
750,1
751,1
752,0
753,0
754,1
755,1
756,1
757,1
758,1
759,1
760,0
761,1
762,1
763,1
764,0
765,0
766,0
767,0
768,0
769,0
770,1
771,1
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,1
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,1
791,1
792,1
793,0
794,0
795,1
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,1
805,0
806,1
807,0
808,0
809,1
810,0
811,0
