,time_overhead
0,2
1,1
2,0
3,0
4,0
5,1
6,3
7,3
8,1
9,1
10,1
11,1
12,2
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,1
26,0
27,0
28,1
29,1
30,1
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,3
58,1
59,0
60,0
61,0
62,1
63,0
64,0
65,0
66,0
67,1
68,0
69,0
70,0
71,0
72,1
73,0
74,0
75,0
76,2
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,0
99,0
100,0
101,1
102,0
103,1
104,1
105,1
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,1
114,3
115,1
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,0
132,1
133,2
134,1
135,0
136,0
137,0
138,0
139,1
140,0
141,0
142,0
143,0
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,0
160,0
161,0
162,0
163,0
164,0
165,2
166,1
167,0
168,1
169,1
170,1
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,0
181,1
182,0
183,0
184,0
185,0
186,1
187,2
188,1
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,1
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,2
226,1
227,1
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,1
238,0
239,0
240,1
241,0
242,1
243,3
244,1
245,1
246,0
247,1
248,1
249,1
250,0
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,0
261,2
262,0
263,1
264,0
265,0
266,0
267,1
268,2
269,1
270,1
271,1
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,1
283,1
284,0
285,1
286,1
287,0
288,2
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,1
301,0
302,1
303,0
304,0
305,0
306,0
307,0
308,0
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,1
318,1
319,1
320,0
321,1
322,1
323,0
324,0
325,0
326,0
327,0
328,1
329,1
330,1
331,1
332,0
333,0
334,1
335,0
336,0
337,1
338,2
339,1
340,0
341,0
342,0
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,0
355,0
356,0
357,0
358,0
359,1
360,1
361,2
362,1
363,1
364,1
365,1
366,1
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,1
375,0
376,1
377,1
378,0
379,0
380,0
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,0
395,0
396,1
397,1
398,1
399,1
400,1
401,0
402,0
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,0
411,1
412,1
413,2
414,1
415,1
416,1
417,1
418,1
419,1
420,0
421,1
422,1
423,1
424,1
425,2
426,0
427,1
428,1
429,1
430,1
431,3
432,1
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,1
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,1
456,1
457,1
458,0
459,2
460,1
461,1
462,1
463,0
464,0
465,0
466,0
467,1
468,1
469,1
470,0
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,2
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,2
494,2
495,1
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,2
512,1
513,0
514,0
515,0
516,1
517,1
518,1
519,1
520,1
521,1
522,0
523,0
524,1
525,2
526,0
527,1
528,1
529,0
530,0
531,0
532,4
533,1
534,1
535,0
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,1
544,0
545,0
546,1
547,1
548,1
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,1
557,4
558,0
559,0
560,1
561,0
562,0
563,0
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,1
576,1
577,1
578,0
579,0
580,0
581,1
582,1
583,0
584,1
585,2
586,1
587,1
588,0
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,1
599,0
600,0
601,0
602,0
603,1
604,1
605,1
606,1
607,0
608,2
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,1
623,0
624,1
625,1
626,1
627,1
628,1
629,0
630,1
631,0
632,0
633,1
634,0
635,1
636,0
637,0
638,0
639,0
640,1
641,2
642,0
643,0
644,0
645,1
646,0
647,1
648,1
649,1
650,1
651,1
652,1
653,0
654,0
655,1
656,0
657,1
658,1
659,1
660,1
661,1
662,2
663,1
664,0
665,1
666,0
667,0
668,0
669,0
670,1
671,0
672,0
673,1
674,0
675,0
676,1
677,1
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,1
688,1
689,0
690,0
691,1
692,1
693,1
694,4
695,1
696,0
697,0
698,1
699,0
700,0
701,1
702,1
703,1
704,0
705,1
706,1
707,2
708,1
709,1
710,1
711,0
712,0
713,1
714,3
715,1
716,1
717,0
718,0
719,0
720,0
721,1
722,1
723,1
724,0
725,1
726,1
727,0
728,1
729,1
730,0
