,time_overhead
0,2
1,1
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,1
18,1
19,1
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,2
39,1
40,1
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,2
49,1
50,0
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,1
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,2
90,1
91,1
92,1
93,1
94,0
95,0
96,1
97,0
98,2
99,1
100,1
101,0
102,1
103,1
104,1
105,2
106,1
107,1
108,1
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,1
119,0
120,1
121,0
122,1
123,1
124,0
125,0
126,0
127,1
128,0
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,1
140,0
141,0
142,2
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,0
155,0
156,0
157,0
158,0
159,0
160,1
161,1
162,0
163,0
164,0
165,1
166,1
167,1
168,2
169,1
170,1
171,0
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,1
180,1
181,1
182,1
183,1
184,0
185,1
186,1
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,2
196,1
197,0
198,0
199,0
200,0
201,1
202,1
203,1
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,2
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,0
230,1
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,0
239,0
240,0
241,1
242,3
243,1
244,0
245,1
246,0
247,0
248,1
249,0
250,1
251,0
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,2
269,1
270,0
271,0
272,0
273,1
274,0
275,0
276,0
277,1
278,1
279,1
280,0
281,0
282,1
283,1
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,0
295,1
296,0
297,1
298,2
299,0
300,0
301,0
302,0
303,0
304,1
305,0
306,1
307,1
308,1
309,0
310,0
311,0
312,1
313,1
314,1
315,5
316,1
317,1
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,1
326,0
327,1
328,0
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,1
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,1
350,1
351,0
352,1
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,1
373,1
374,1
375,0
376,1
377,0
378,0
379,1
380,0
381,0
382,0
383,0
384,1
385,1
386,0
387,1
388,0
389,0
390,1
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,1
405,2
406,1
407,0
408,0
409,0
410,1
411,0
412,0
413,0
414,0
415,0
416,1
417,1
418,1
419,1
420,0
421,0
422,0
423,0
424,1
425,0
426,1
427,1
428,1
429,0
430,1
431,1
432,0
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,0
452,0
453,2
454,1
455,0
456,0
457,0
458,1
459,1
460,0
461,1
462,0
463,1
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,1
474,0
475,0
476,0
477,2
478,1
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,1
487,1
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,1
498,0
499,0
500,1
501,0
502,0
503,0
504,2
505,1
506,1
507,0
508,1
509,0
510,0
511,0
512,1
513,0
514,0
515,0
516,0
517,0
518,1
519,0
520,0
521,0
522,0
523,0
524,1
525,1
526,1
527,3
528,1
529,1
530,0
531,0
532,0
533,0
534,0
535,0
536,1
537,0
538,0
539,0
540,0
541,1
542,1
543,1
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,0
553,0
554,1
555,1
556,0
557,0
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,1
588,0
589,1
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,1
601,0
602,1
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,0
621,0
622,0
623,3
624,0
625,1
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,1
644,1
645,1
646,1
647,1
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,0
659,1
660,0
661,0
662,0
663,0
664,1
665,0
666,1
667,0
668,1
669,1
670,1
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,0
679,4
680,1
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,2
699,0
700,0
701,0
702,0
703,0
704,1
705,1
706,0
707,1
708,1
709,0
710,0
711,0
712,1
713,0
714,1
715,0
716,1
717,0
718,0
719,0
720,1
721,1
722,0
723,0
724,0
725,1
726,1
727,0
728,0
729,1
730,2
