,time_overhead
0,1
1,1
2,1
3,1
4,0
5,1
6,2
7,0
8,0
9,0
10,0
11,1
12,1
13,3
14,1
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,1
24,2
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,0
35,0
36,0
37,1
38,1
39,1
40,1
41,0
42,0
43,0
44,0
45,1
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,1
71,2
72,0
73,1
74,1
75,1
76,0
77,0
78,0
79,0
80,1
81,1
82,1
83,1
84,0
85,1
86,0
87,0
88,1
89,1
90,2
91,1
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,1
102,0
103,1
104,1
105,1
106,1
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,2
117,1
118,0
119,0
120,0
121,0
122,0
123,1
124,0
125,0
126,0
127,3
128,1
129,1
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,1
148,1
149,0
150,0
151,0
152,1
153,0
154,1
155,0
156,0
157,1
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,1
167,1
168,0
169,0
170,1
171,1
172,0
173,0
174,1
175,0
176,0
177,0
178,2
179,1
180,0
181,0
182,0
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,0
192,0
193,0
194,0
195,1
196,1
197,1
198,0
199,0
200,1
201,1
202,1
203,1
204,3
205,1
206,1
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,0
223,0
224,1
225,1
226,0
227,0
228,0
229,0
230,0
231,1
232,0
233,1
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,0
246,1
247,1
248,1
249,0
250,0
251,0
252,0
253,1
254,0
255,2
256,0
257,0
258,3
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,1
277,0
278,0
279,1
280,1
281,0
282,0
283,1
284,2
285,1
286,0
287,0
288,0
289,0
290,0
291,1
292,1
293,0
294,0
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,0
308,1
309,1
310,1
311,1
312,3
313,1
314,1
315,0
316,0
317,0
318,0
319,0
320,1
321,0
322,1
323,1
324,1
325,0
326,0
327,1
328,1
329,1
330,0
331,1
332,1
333,1
334,1
335,1
336,2
337,3
338,0
339,0
340,1
341,1
342,1
343,0
344,0
345,0
346,1
347,1
348,0
349,0
350,1
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,1
361,2
362,0
363,0
364,1
365,0
366,0
367,1
368,0
369,0
370,0
371,0
372,1
373,1
374,1
375,0
376,0
377,0
378,1
379,1
380,1
381,0
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,2
390,2
391,1
392,1
393,2
394,0
395,0
396,0
397,1
398,1
399,0
400,1
401,1
402,1
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,2
412,1
413,0
414,0
415,1
416,1
417,0
418,1
419,0
420,0
421,1
422,1
423,1
424,1
425,1
426,0
427,1
428,0
429,0
430,1
431,1
432,1
433,1
434,1
435,0
436,1
437,0
438,0
439,2
440,0
441,0
442,1
443,0
444,1
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,1
453,1
454,1
455,0
456,1
457,1
458,1
459,1
460,3
461,2
462,0
463,0
464,1
465,1
466,0
467,0
468,0
469,0
470,1
471,1
472,1
473,1
474,1
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,1
506,1
507,1
508,1
509,0
510,1
511,1
512,0
513,0
514,1
515,1
516,1
517,2
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,1
528,0
529,1
530,1
531,0
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,0
541,0
542,1
543,1
544,0
545,2
546,1
547,1
548,1
549,1
550,1
551,0
552,0
553,0
554,0
555,1
556,0
557,0
558,0
559,0
560,1
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,1
597,1
598,3
599,0
600,0
601,0
602,0
603,0
604,1
605,1
606,0
607,0
608,0
609,0
610,0
611,0
612,1
613,1
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,1
631,1
632,1
633,1
634,1
635,0
636,1
637,0
638,0
639,0
640,0
641,0
642,0
643,1
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,2
653,1
654,1
655,1
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,1
679,0
680,0
681,0
682,1
683,1
684,2
685,2
686,1
687,2
688,1
689,1
690,1
691,0
692,0
693,0
694,0
695,0
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,0
710,0
711,0
712,0
713,1
714,1
715,1
716,0
717,0
718,1
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,1
728,1
729,1
730,0
731,0
732,0
733,0
734,0
735,1
736,1
737,1
738,1
739,0
740,0
741,1
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,1
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,1
765,0
766,2
767,0
768,0
769,0
770,0
771,1
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,1
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,1
791,2
792,2
793,0
794,0
795,1
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,1
805,1
806,1
807,0
808,0
809,0
810,1
811,1
