,time_overhead
0,1
1,0
2,0
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,0
11,0
12,0
13,0
14,1
15,0
16,0
17,1
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,0
36,1
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,0
61,0
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,1
79,1
80,0
81,0
82,1
83,1
84,0
85,1
86,1
87,1
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,0
98,1
99,0
100,0
101,0
102,0
103,1
104,2
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,0
115,1
116,1
117,2
118,0
119,0
120,1
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,0
132,0
133,1
134,1
135,1
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,2
152,1
153,1
154,1
155,0
156,0
157,1
158,1
159,1
160,0
161,0
162,0
163,0
164,0
165,1
166,1
167,0
168,1
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,2
177,1
178,1
179,1
180,0
181,0
182,1
183,2
184,0
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,1
193,1
194,0
195,1
196,0
197,1
198,0
199,0
200,1
201,1
202,2
203,1
204,1
205,0
206,0
207,0
208,0
209,1
210,0
211,0
212,0
213,0
214,0
215,1
216,1
217,0
218,2
219,1
220,0
221,0
222,0
223,1
224,0
225,0
226,0
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,1
237,2
238,1
239,2
240,1
241,1
242,1
243,0
244,1
245,0
246,0
247,1
248,1
249,0
250,1
251,0
252,1
253,1
254,0
255,0
256,3
257,1
258,1
259,1
260,0
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,1
282,2
283,1
284,1
285,1
286,0
287,1
288,1
289,1
290,1
291,0
292,0
293,1
294,0
295,1
296,0
297,0
298,0
299,0
300,1
301,1
302,2
303,1
304,1
305,1
306,1
307,1
308,0
309,1
310,0
311,1
312,0
313,0
314,1
315,1
316,0
317,1
318,1
319,0
320,0
321,0
322,1
323,1
324,1
325,0
326,0
327,0
328,0
329,0
330,1
331,2
332,1
333,1
334,1
335,1
336,0
337,0
338,1
339,1
340,1
341,1
342,0
343,0
344,0
345,0
346,0
347,0
348,1
349,3
350,1
351,0
352,0
353,0
354,0
355,0
356,1
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,1
372,2
373,0
374,0
375,0
376,0
377,0
378,0
379,2
380,2
381,1
382,1
383,1
384,1
385,0
386,1
387,0
388,0
389,1
390,1
391,1
392,1
393,1
394,0
395,0
396,1
397,0
398,0
399,0
400,0
401,10
402,1
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,1
413,0
414,0
415,0
416,0
417,1
418,0
419,1
420,0
421,0
422,0
423,1
424,1
425,0
426,0
427,1
428,2
429,1
430,0
431,1
432,1
433,0
434,0
435,0
436,0
437,0
438,0
439,1
440,1
441,0
442,1
443,1
444,0
445,0
446,0
447,0
448,1
449,1
450,3
451,1
452,0
453,1
454,1
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,1
468,0
469,0
470,0
471,1
472,1
473,0
474,0
475,0
476,0
477,0
478,2
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,0
487,0
488,0
489,2
490,0
491,1
492,1
493,0
494,1
495,0
496,3
497,1
498,1
499,0
500,0
501,0
502,0
503,1
504,1
505,0
506,1
507,1
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,1
517,1
518,2
519,2
520,1
521,1
522,0
523,1
524,1
525,1
526,1
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,1
535,1
536,0
537,0
538,0
539,0
540,0
541,2
542,2
543,1
544,1
545,0
546,0
547,0
548,0
549,1
550,1
551,0
552,0
553,0
554,1
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,1
569,0
570,1
571,1
572,0
573,1
574,0
575,0
576,1
577,1
578,0
579,1
580,1
581,0
582,0
583,0
584,0
585,0
586,1
587,2
588,1
589,1
590,1
591,1
592,0
593,1
594,0
595,0
596,0
597,0
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,2
618,1
619,1
620,0
621,0
622,0
623,1
624,0
625,0
626,0
627,1
628,1
629,1
630,1
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,1
641,1
642,0
643,1
644,0
645,1
646,2
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,1
655,0
656,1
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,1
668,1
669,1
670,1
671,1
672,0
673,0
674,1
675,2
676,0
677,0
678,1
679,1
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,1
691,1
692,0
693,1
694,1
695,1
696,1
697,1
698,2
699,1
700,0
701,0
702,0
703,0
704,1
705,1
706,1
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,1
715,0
716,0
717,0
718,1
719,1
720,0
721,1
722,1
723,1
724,0
725,0
726,0
727,0
728,0
729,1
730,1
731,1
732,0
733,0
734,0
735,0
736,0
737,0
738,1
739,1
740,0
741,1
742,0
743,0
744,1
745,2
746,1
747,0
748,0
749,1
750,0
751,0
752,1
753,0
754,1
755,1
756,1
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,1
768,1
769,1
770,0
771,0
772,0
773,0
774,0
775,1
776,2
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,1
796,0
797,0
798,0
799,1
800,1
801,1
802,1
803,0
804,0
805,1
806,0
807,1
808,0
809,0
810,0
811,0
812,1
813,1
814,1
815,1
816,0
817,0
818,0
819,1
820,0
821,1
822,2
823,0
824,1
825,1
826,1
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,1
836,1
837,1
838,0
839,0
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,1
855,1
856,1
857,0
858,0
859,0
860,1
861,1
862,0
863,0
864,1
865,0
866,1
867,4
868,1
869,0
870,0
871,0
872,1
873,1
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,1
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,1
897,2
898,1
899,0
900,0
901,1
902,1
903,1
904,0
905,0
906,1
907,0
908,0
909,0
910,1
911,1
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,2
920,1
921,0
922,0
923,0
924,0
925,0
926,1
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,1
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,0
943,1
944,0
945,1
946,1
947,2
948,1
949,1
950,0
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,1
963,0
964,0
965,0
966,0
967,1
968,3
969,0
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,1
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,2
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,1
1017,3
1018,1
1019,1
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,1
1053,1
1054,1
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,1
1062,0
1063,1
1064,1
1065,1
1066,1
1067,1
1068,2
1069,0
1070,0
1071,0
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,0
1085,1
1086,2
1087,1
1088,1
1089,0
1090,0
1091,1
1092,1
1093,0
1094,0
1095,1
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,0
1103,0
1104,1
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,2
1112,1
1113,0
1114,1
1115,1
1116,1
1117,1
1118,0
1119,0
1120,1
1121,0
1122,1
1123,0
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,2
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,0
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,1
1164,0
1165,1
1166,0
1167,1
1168,0
1169,1
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,2
1183,1
1184,1
1185,1
1186,0
1187,0
1188,0
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,0
1204,1
1205,2
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,0
1217,0
1218,0
1219,1
1220,0
1221,0
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,0
