,time_overhead
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,0
12,1
13,1
14,1
15,1
16,3
17,1
18,1
19,1
20,0
21,0
22,0
23,1
24,1
25,0
26,0
27,0
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,2
46,1
47,1
48,0
49,0
50,0
51,0
52,0
53,1
54,0
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,0
65,0
66,1
67,0
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,0
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,1
95,1
96,2
97,1
98,1
99,1
100,1
101,1
102,0
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,2
117,1
118,3
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,1
134,1
135,1
136,0
137,0
138,1
139,1
140,1
141,0
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,0
151,0
152,1
153,0
154,1
155,1
156,1
157,1
158,0
159,1
160,0
161,1
162,0
163,0
164,1
165,1
166,1
167,0
168,1
169,1
170,1
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,1
179,1
180,0
181,0
182,0
183,1
184,1
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,2
197,2
198,0
199,0
200,0
201,0
202,1
203,1
204,1
205,0
206,1
207,0
208,1
209,1
210,1
211,2
212,1
213,1
214,1
215,1
216,1
217,0
218,2
219,0
220,1
221,0
222,0
223,0
224,1
225,0
226,0
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,1
252,0
253,0
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,1
262,0
263,1
264,1
265,0
266,0
267,1
268,1
269,1
270,1
271,1
272,0
273,0
274,0
275,0
276,0
277,2
278,0
279,0
280,1
281,0
282,0
283,0
284,1
285,0
286,1
287,1
288,0
289,0
290,0
291,1
292,2
293,1
294,0
295,0
296,0
297,1
298,1
299,2
300,1
301,1
302,1
303,1
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,1
318,1
319,0
320,1
321,1
322,0
323,0
324,3
325,1
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,1
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,1
355,0
356,0
357,0
358,0
359,2
360,2
361,1
362,1
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,1
399,0
400,1
401,0
402,0
403,0
404,1
405,0
406,1
407,1
408,2
409,1
410,0
411,0
412,0
413,1
414,1
415,2
416,1
417,1
418,1
419,1
420,0
421,1
422,1
423,0
424,0
425,1
426,1
427,0
428,0
429,0
430,0
431,0
432,1
433,1
434,2
435,1
436,0
437,0
438,0
439,1
440,1
441,1
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,1
461,1
462,0
463,0
464,1
465,0
466,0
467,2
468,1
469,1
470,0
471,1
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,2
489,1
490,1
491,1
492,1
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,1
503,1
504,2
505,1
506,1
507,0
508,1
509,0
510,1
511,1
512,0
513,0
514,1
515,1
516,1
517,1
518,0
519,1
520,1
521,1
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,1
531,0
532,0
533,1
534,1
535,1
536,1
537,0
538,1
539,0
540,1
541,1
542,1
543,2
544,1
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,1
555,1
556,1
557,1
558,0
559,1
560,1
561,1
562,0
563,1
564,1
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,0
574,0
575,0
576,0
577,1
578,0
579,1
580,0
581,1
582,1
583,0
584,0
585,0
586,0
587,1
588,1
589,1
590,1
591,0
592,1
593,1
594,0
595,2
596,1
597,0
598,1
599,0
600,1
601,1
602,1
603,1
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,0
612,1
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,1
628,0
629,0
630,1
631,0
632,0
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,0
641,0
642,3
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,1
654,0
655,0
656,0
657,1
658,1
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,2
667,2
668,1
669,1
670,0
671,1
672,1
673,0
674,0
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,0
688,0
689,1
690,1
691,1
692,0
693,0
694,2
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,1
704,1
705,1
706,1
707,0
708,0
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,0
717,2
718,1
719,1
720,0
721,0
722,0
723,1
724,0
725,0
726,2
727,1
728,1
729,0
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,2
743,0
744,0
745,0
746,0
747,0
748,0
749,1
750,1
751,0
752,1
753,0
754,0
755,0
756,0
757,1
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,1
768,1
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,1
786,0
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,0
796,0
797,0
798,1
799,1
800,1
801,1
802,1
803,1
804,0
805,1
806,0
807,0
808,1
809,0
810,1
811,1
